Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Heart_Rate_Reserve,Water_Intake_Per_Hour,Calories_Per_Hour,BMI_Category
52,Male,104.8,1.99,187,130,67,0.93,598.0,Cardio,24.0,2.0,2,1,26.46,120,2.150537634408602,643.010752688172,Overweight
57,Male,82.2,1.69,188,155,63,1.15,882.0,Strength,25.2,3.4,4,2,28.78,125,2.956521739130435,766.9565217391305,Overweight
33,Female,68.2,1.75,177,150,71,0.85,638.0,Strength,29.0,1.7,2,1,22.27,106,2.0,750.5882352941177,Healthy Weight
30,Male,91.4,1.99,171,152,60,1.37,1145.0,HIIT,23.0,3.7,3,2,23.08,111,2.7007299270072993,835.7664233576642,Healthy Weight
59,Female,42.1,1.65,172,132,59,1.22,725.0,Strength,33.0,2.2,2,1,15.46,113,1.8032786885245904,594.2622950819672,Underweight
47,Female,68.7,1.76,161,137,66,1.37,845.0,Strength,27.7,2.4,3,2,22.18,95,1.751824817518248,616.7883211678832,Healthy Weight
36,Female,47.2,1.74,196,160,53,1.5,1200.0,Cardio,32.2,1.6,4,2,15.59,143,1.0666666666666667,800.0,Underweight
34,Male,92.0,1.76,175,143,73,0.73,574.0,Yoga,22.1,3.5,3,1,29.7,102,4.794520547945206,786.3013698630137,Overweight
36,Male,56.2,1.95,183,128,64,1.09,767.0,Strength,22.5,3.4,4,2,14.78,119,3.119266055045871,703.6697247706421,Underweight
45,Male,58.4,1.72,194,150,65,1.31,973.0,HIIT,23.4,3.1,4,2,19.74,129,2.366412213740458,742.7480916030534,Healthy Weight
43,Male,82.9,1.95,181,160,70,1.9,1505.0,Cardio,12.9,3.5,5,3,21.8,111,1.842105263157895,792.1052631578948,Healthy Weight
54,Female,66.9,1.74,195,129,62,1.24,720.0,HIIT,29.5,2.1,2,1,22.1,133,1.6935483870967742,580.6451612903226,Healthy Weight
43,Male,66.3,1.85,170,121,58,1.18,707.0,Cardio,27.5,3.2,2,1,19.37,112,2.7118644067796613,599.1525423728814,Healthy Weight
40,Male,93.6,1.93,188,157,60,1.38,1192.0,Cardio,22.1,2.0,3,1,25.13,128,1.4492753623188408,863.768115942029,Overweight
26,Female,64.1,1.5,194,134,60,1.93,1293.0,Strength,15.1,2.7,5,3,28.49,134,1.3989637305699483,669.9481865284974,Overweight
29,Male,86.7,1.62,174,122,55,1.52,1020.0,Strength,13.9,3.5,4,3,33.04,119,2.3026315789473686,671.0526315789474,Obesity
18,Female,62.0,1.59,190,162,50,1.23,996.0,Strength,33.2,2.2,4,2,24.52,140,1.788617886178862,809.7560975609756,Healthy Weight
18,Female,58.1,1.61,175,150,71,1.9,1425.0,Yoga,15.3,2.7,4,3,22.41,104,1.4210526315789476,750.0,Healthy Weight
51,Female,64.9,1.6,169,125,55,1.49,838.0,Yoga,31.1,2.5,4,2,25.35,114,1.6778523489932886,562.4161073825503,Overweight
49,Female,69.3,1.62,191,122,62,1.14,626.0,HIIT,28.8,1.9,4,2,26.41,129,1.6666666666666667,549.1228070175439,Overweight
42,Female,42.7,1.74,161,130,71,1.04,608.0,Strength,32.9,1.6,3,1,14.1,90,1.5384615384615385,584.6153846153846,Underweight
57,Female,51.4,1.63,183,134,73,1.2,724.0,Yoga,33.7,2.0,4,2,19.35,110,1.6666666666666667,603.3333333333334,Healthy Weight
18,Female,67.4,1.6,182,164,71,0.6,492.0,Strength,33.5,2.4,3,1,26.33,111,4.0,820.0,Overweight
33,Female,55.6,1.61,161,147,54,1.77,1301.0,Yoga,18.9,2.7,4,3,21.45,107,1.5254237288135595,735.0282485875706,Healthy Weight
56,Male,125.3,1.86,197,129,64,1.0,639.0,Yoga,22.7,2.2,3,2,36.22,133,2.2,639.0,Obesity
22,Male,102.1,1.85,190,157,67,1.48,1278.0,Cardio,28.1,2.4,4,2,29.83,123,1.6216216216216215,863.5135135135135,Overweight
39,Male,61.9,1.77,199,166,69,1.32,1205.0,Strength,25.3,2.3,3,1,19.76,130,1.7424242424242422,912.8787878787879,Healthy Weight
46,Male,108.8,1.64,185,169,63,1.4,1171.0,Strength,20.5,3.4,3,1,40.45,122,2.428571428571429,836.4285714285714,Obesity
20,Female,51.1,1.58,188,169,64,0.5,422.0,Yoga,29.6,1.6,2,1,20.47,124,3.2,844.0,Healthy Weight
29,Male,81.7,1.99,162,126,54,1.45,1005.0,Strength,29.4,3.2,2,1,20.63,108,2.206896551724138,693.1034482758621,Healthy Weight
43,Female,42.7,1.66,173,134,53,0.73,440.0,Yoga,33.9,1.9,2,1,15.5,120,2.602739726027397,602.7397260273973,Underweight
33,Male,81.8,1.99,184,137,51,1.59,1198.0,Strength,10.5,3.5,4,3,20.66,133,2.20125786163522,753.4591194968554,Healthy Weight
54,Male,54.6,1.76,160,137,56,1.28,868.0,Cardio,27.4,3.3,4,2,17.63,104,2.578125,678.125,Underweight
39,Male,107.7,1.88,162,160,59,0.72,634.0,Strength,28.1,3.6,2,1,30.47,103,5.0,880.5555555555555,Obesity
46,Female,56.9,1.6,185,143,65,0.88,566.0,Cardio,27.7,1.6,3,1,22.23,120,1.8181818181818183,643.1818181818181,Healthy Weight
31,Male,78.8,1.71,177,121,59,1.49,992.0,HIIT,24.7,2.5,4,2,26.95,118,1.6778523489932886,665.771812080537,Overweight
45,Female,48.2,1.64,168,159,67,1.25,894.0,Strength,32.1,2.5,4,2,17.92,101,2.0,715.2,Underweight
22,Female,50.7,1.59,197,139,66,1.27,883.0,Strength,29.4,1.8,3,2,20.05,131,1.4173228346456692,695.275590551181,Healthy Weight
47,Male,86.6,1.99,182,153,70,1.98,1500.0,Strength,10.6,3.5,4,3,21.87,112,1.7676767676767677,757.5757575757576,Healthy Weight
22,Male,96.3,1.63,180,162,62,1.35,1203.0,Cardio,27.1,2.4,4,2,36.25,118,1.7777777777777777,891.1111111111111,Obesity
29,Male,80.8,1.98,160,145,50,1.65,1316.0,Strength,14.6,3.5,5,3,20.61,110,2.121212121212121,797.5757575757576,Healthy Weight
33,Female,58.0,1.53,180,126,50,1.84,1159.0,Strength,18.3,2.7,5,3,24.78,130,1.4673913043478262,629.891304347826,Healthy Weight
43,Male,95.9,1.85,186,157,64,1.28,995.0,Yoga,27.7,3.4,2,1,28.02,122,2.65625,777.34375,Overweight
43,Female,61.5,1.58,165,149,50,1.86,1247.0,HIIT,16.8,2.7,5,3,24.64,115,1.4516129032258065,670.4301075268817,Healthy Weight
38,Female,40.6,1.79,195,161,55,0.62,499.0,Cardio,26.8,2.7,2,1,12.67,140,4.35483870967742,804.8387096774194,Underweight
56,Male,82.5,1.87,187,124,74,1.51,927.0,Yoga,13.2,3.5,5,3,23.59,113,2.3178807947019866,613.9072847682119,Healthy Weight
53,Male,105.1,1.84,176,130,62,0.69,444.0,Cardio,23.3,2.9,3,1,31.04,114,4.202898550724638,643.4782608695652,Obesity
50,Female,58.1,1.58,199,120,50,1.93,1042.0,Yoga,19.3,2.7,5,3,23.27,149,1.3989637305699483,539.8963730569949,Healthy Weight
47,Female,61.0,1.76,162,153,54,1.54,1060.0,HIIT,15.6,2.7,5,3,19.69,108,1.7532467532467533,688.3116883116883,Healthy Weight
54,Female,64.5,1.53,171,120,58,1.74,940.0,Yoga,17.2,2.7,4,3,27.55,113,1.5517241379310347,540.2298850574713,Overweight
40,Male,58.2,1.98,198,138,74,1.43,1085.0,Cardio,24.0,2.5,3,2,14.85,124,1.7482517482517483,758.7412587412588,Underweight
27,Female,69.5,1.76,171,121,66,0.94,569.0,Strength,34.4,2.0,3,1,22.44,105,2.127659574468085,605.3191489361702,Healthy Weight
22,Male,62.2,1.84,161,140,65,0.51,393.0,Strength,21.5,2.3,3,1,18.37,96,4.509803921568627,770.5882352941177,Underweight
53,Female,68.0,1.7,181,139,57,1.06,663.0,HIIT,25.1,2.4,4,2,23.53,124,2.2641509433962264,625.4716981132075,Healthy Weight
51,Female,56.3,1.5,182,142,66,1.43,914.0,Cardio,27.4,2.4,3,1,25.02,116,1.6783216783216783,639.1608391608391,Overweight
48,Male,94.5,1.7,189,140,64,1.01,700.0,Cardio,28.2,3.5,3,2,32.7,125,3.4653465346534653,693.0693069306931,Obesity
27,Female,58.0,1.79,164,143,73,1.39,994.0,Cardio,27.1,1.5,2,1,18.1,91,1.0791366906474822,715.1079136690648,Underweight
36,Male,84.0,1.94,168,123,50,1.8,1218.0,HIIT,11.2,3.5,5,3,22.32,118,1.9444444444444444,676.6666666666666,Healthy Weight
49,Male,61.0,1.87,180,131,61,1.14,739.0,Strength,21.3,3.0,4,2,17.44,119,2.6315789473684212,648.2456140350878,Underweight
18,Female,64.8,1.53,170,141,54,1.98,1396.0,Yoga,18.6,2.7,5,3,27.68,116,1.3636363636363638,705.0505050505051,Overweight
22,Male,45.7,1.77,164,139,73,1.04,795.0,HIIT,20.7,2.4,3,1,14.59,91,2.3076923076923075,764.4230769230769,Underweight
21,Male,80.9,1.9,194,137,55,1.8,1356.0,Yoga,11.7,3.5,4,3,22.41,139,1.9444444444444444,753.3333333333334,Healthy Weight
33,Female,64.1,1.63,186,120,74,1.58,948.0,Strength,16.4,2.7,5,3,24.13,112,1.7088607594936709,600.0,Healthy Weight
41,Male,67.0,1.77,161,149,50,1.22,900.0,HIIT,25.6,2.6,3,2,21.39,111,2.1311475409836067,737.7049180327868,Healthy Weight
33,Male,106.5,1.6,183,152,74,1.4,1170.0,Strength,27.3,3.3,4,2,41.6,109,2.357142857142857,835.7142857142858,Obesity
19,Male,95.1,1.85,190,143,50,1.21,952.0,Yoga,25.3,2.3,4,2,27.79,140,1.9008264462809916,786.7768595041323,Overweight
45,Female,65.5,1.57,192,133,59,0.66,395.0,Cardio,34.3,2.3,2,1,26.57,133,3.4848484848484844,598.4848484848485,Overweight
49,Male,105.7,1.64,198,155,59,1.2,921.0,Cardio,29.5,3.1,3,2,39.3,139,2.5833333333333335,767.5,Obesity
44,Female,48.0,1.76,189,124,52,0.88,491.0,Yoga,28.6,2.6,2,1,15.5,137,2.9545454545454546,557.9545454545455,Underweight
37,Female,69.5,1.5,196,130,66,0.69,448.0,Cardio,32.8,2.4,2,1,30.89,130,3.4782608695652177,649.2753623188406,Obesity
41,Male,66.1,1.69,187,143,68,0.77,545.0,Yoga,27.4,3.4,2,1,23.14,119,4.415584415584416,707.7922077922078,Healthy Weight
29,Male,68.0,1.7,190,150,60,0.76,627.0,HIIT,28.9,2.9,2,1,23.53,130,3.81578947368421,825.0,Healthy Weight
52,Male,50.3,1.78,170,132,67,0.85,555.0,HIIT,24.5,2.3,2,1,15.88,103,2.705882352941176,652.9411764705883,Underweight
50,Female,69.3,1.68,182,135,51,1.2,729.0,HIIT,30.3,2.0,2,1,24.55,131,1.6666666666666667,607.5,Healthy Weight
50,Male,86.7,1.63,161,143,58,1.7,1203.0,Cardio,12.1,3.5,4,3,32.63,103,2.058823529411765,707.6470588235294,Obesity
54,Male,125.9,1.94,199,132,73,1.35,882.0,Strength,28.5,2.9,3,2,33.45,126,2.148148148148148,653.3333333333333,Obesity
29,Male,88.1,1.93,186,143,66,1.88,1479.0,Cardio,11.1,3.5,5,3,23.65,120,1.8617021276595747,786.7021276595746,Healthy Weight
20,Male,124.3,1.82,194,145,63,1.25,997.0,Cardio,22.4,3.2,3,2,37.53,131,2.56,797.6,Obesity
18,Male,62.0,1.85,161,121,53,0.88,586.0,Strength,23.7,3.0,3,1,18.12,108,3.409090909090909,665.9090909090909,Underweight
50,Female,69.7,1.72,198,135,66,1.24,753.0,Strength,27.3,2.0,4,2,23.56,132,1.6129032258064517,607.258064516129,Healthy Weight
57,Female,60.9,1.52,196,157,66,1.31,926.0,Strength,30.6,1.8,3,2,26.36,130,1.3740458015267176,706.8702290076336,Overweight
27,Male,76.5,1.97,180,165,61,1.13,1025.0,Strength,21.3,2.3,2,1,19.71,119,2.0353982300884956,907.0796460176992,Healthy Weight
46,Male,94.7,1.82,164,120,69,1.47,873.0,Cardio,23.2,3.2,3,2,28.59,95,2.17687074829932,593.8775510204082,Overweight
30,Male,67.9,1.75,180,168,67,1.25,1155.0,Yoga,29.1,3.1,2,1,22.17,113,2.48,924.0,Healthy Weight
29,Male,121.1,1.87,188,130,52,1.31,937.0,HIIT,24.1,3.2,4,2,34.63,136,2.4427480916030535,715.267175572519,Obesity
48,Female,71.5,1.64,179,154,60,1.46,1012.0,Yoga,32.5,1.9,4,2,26.58,119,1.3013698630136985,693.1506849315068,Overweight
19,Male,98.6,1.7,197,162,74,0.83,740.0,Cardio,21.1,2.4,2,1,34.12,123,2.891566265060241,891.566265060241,Obesity
52,Female,68.2,1.63,179,148,67,1.17,779.0,Strength,27.5,2.4,3,1,25.67,112,2.0512820512820515,665.8119658119658,Overweight
40,Female,57.7,1.69,184,156,53,1.18,920.0,HIIT,33.1,2.4,4,2,20.2,131,2.0338983050847457,779.6610169491526,Healthy Weight
34,Male,124.6,1.63,161,136,66,1.41,1055.0,HIIT,27.6,2.8,3,2,46.9,95,1.9858156028368794,748.2269503546099,Obesity
43,Female,73.0,1.59,191,158,67,1.31,931.0,Yoga,28.9,2.2,3,1,28.88,124,1.6793893129770994,710.6870229007633,Overweight
25,Female,59.4,1.51,185,161,54,1.62,1304.0,Cardio,19.8,2.7,5,3,26.05,131,1.6666666666666667,804.9382716049382,Overweight
46,Female,52.0,1.65,165,147,63,0.7,463.0,Cardio,34.1,1.9,2,1,19.1,102,2.7142857142857144,661.4285714285714,Healthy Weight
43,Female,42.2,1.65,162,148,59,1.33,886.0,Cardio,34.6,2.3,3,2,15.5,103,1.7293233082706765,666.1654135338346,Underweight
27,Male,89.3,1.64,192,162,64,1.82,1622.0,HIIT,12.1,3.5,4,3,33.2,128,1.923076923076923,891.2087912087911,Obesity
43,Male,110.0,1.76,160,122,50,1.09,658.0,Yoga,22.0,3.4,3,1,35.51,110,3.119266055045871,603.6697247706421,Obesity
51,Female,66.2,1.58,164,129,65,0.86,499.0,HIIT,31.3,2.3,3,1,26.52,99,2.6744186046511627,580.232558139535,Overweight
58,Male,58.6,1.66,172,161,60,1.21,964.0,HIIT,26.8,2.9,2,1,21.27,112,2.396694214876033,796.6942148760331,Healthy Weight
24,Male,51.0,1.67,178,133,72,0.97,710.0,Strength,21.3,2.8,3,1,18.29,106,2.88659793814433,731.9587628865979,Underweight
21,Male,101.5,1.95,171,131,69,0.97,699.0,Yoga,27.9,3.1,3,1,26.69,102,3.195876288659794,720.6185567010309,Overweight
28,Male,114.2,1.87,184,166,55,1.05,959.0,Strength,20.2,3.2,3,2,32.66,129,3.0476190476190474,913.3333333333333,Obesity
46,Male,54.4,1.72,194,161,73,0.91,725.0,Cardio,24.8,2.9,2,1,18.39,121,3.1868131868131866,796.7032967032967,Underweight
53,Female,52.4,1.57,171,149,71,1.34,898.0,HIIT,28.3,2.2,3,2,21.26,100,1.6417910447761195,670.1492537313433,Healthy Weight
42,Male,85.2,1.81,189,151,65,1.54,1151.0,Yoga,13.7,3.5,5,3,26.01,124,2.2727272727272725,747.4025974025974,Overweight
38,Male,83.6,1.74,164,151,51,1.66,1379.0,Cardio,11.6,3.5,5,3,27.61,113,2.108433734939759,830.722891566265,Overweight
53,Male,115.4,1.92,193,161,50,1.36,1084.0,Yoga,28.3,2.2,4,2,31.3,143,1.6176470588235294,797.0588235294117,Obesity
27,Male,71.2,1.97,181,151,73,0.74,615.0,HIIT,25.9,3.6,3,1,18.35,108,4.864864864864865,831.081081081081,Underweight
54,Female,78.1,1.6,198,145,73,1.1,718.0,Yoga,32.9,2.4,4,2,30.51,125,2.1818181818181817,652.7272727272726,Obesity
26,Female,54.2,1.65,172,120,58,1.07,642.0,Cardio,34.9,1.9,4,2,19.91,114,1.775700934579439,600.0,Healthy Weight
41,Female,77.6,1.76,162,161,71,1.27,920.0,Strength,31.8,2.2,4,2,25.05,91,1.7322834645669292,724.4094488188977,Overweight
52,Female,44.1,1.62,179,121,61,1.41,768.0,HIIT,34.8,1.6,3,1,16.8,118,1.1347517730496455,544.6808510638298,Underweight
52,Male,85.5,1.8,190,136,66,1.7,1144.0,Strength,10.1,3.5,5,3,26.39,124,2.058823529411765,672.9411764705883,Overweight
53,Female,47.8,1.76,164,149,74,1.06,711.0,HIIT,28.4,1.5,4,2,15.43,90,1.4150943396226414,670.754716981132,Underweight
35,Male,102.5,1.94,183,158,64,0.84,730.0,Cardio,21.1,2.4,2,1,27.23,119,2.857142857142857,869.047619047619,Overweight
56,Male,118.0,1.9,199,126,68,0.66,412.0,HIIT,22.6,3.2,2,1,32.69,131,4.848484848484849,624.2424242424242,Obesity
49,Male,82.3,1.84,192,146,71,1.29,932.0,Strength,28.4,3.4,4,2,24.31,121,2.635658914728682,722.4806201550388,Healthy Weight
41,Male,81.6,1.87,167,128,59,1.87,1185.0,HIIT,10.2,3.5,5,3,23.33,108,1.8716577540106951,633.6898395721925,Healthy Weight
40,Male,60.2,1.88,183,141,61,1.22,946.0,Cardio,25.2,3.0,3,2,17.03,122,2.459016393442623,775.4098360655738,Underweight
49,Female,49.2,1.54,179,153,63,1.28,881.0,HIIT,30.7,2.1,3,2,20.75,116,1.640625,688.28125,Healthy Weight
54,Female,46.6,1.5,175,165,58,1.38,1025.0,Strength,30.6,2.0,2,1,20.71,117,1.4492753623188408,742.7536231884059,Healthy Weight
29,Female,68.7,1.72,171,168,62,1.08,907.0,Cardio,29.8,1.7,4,2,23.22,109,1.574074074074074,839.8148148148148,Healthy Weight
30,Female,60.6,1.55,172,120,52,1.3,780.0,Strength,32.9,1.6,3,2,25.22,120,1.2307692307692308,600.0,Overweight
40,Male,52.1,1.61,198,128,70,0.87,612.0,HIIT,21.3,3.3,2,1,20.1,128,3.793103448275862,703.448275862069,Healthy Weight
42,Female,46.6,1.77,184,139,63,0.61,382.0,Yoga,28.1,2.6,2,1,14.87,121,4.262295081967213,626.2295081967213,Underweight
52,Male,65.5,1.74,191,138,70,1.48,1011.0,Strength,26.2,2.8,4,2,21.63,121,1.8918918918918919,683.1081081081081,Healthy Weight
58,Female,44.2,1.57,183,155,59,1.08,753.0,HIIT,31.9,2.3,3,1,17.93,124,2.1296296296296293,697.2222222222222,Underweight
47,Male,89.1,1.84,168,159,65,1.44,1133.0,Yoga,24.0,3.6,3,2,26.32,103,2.5,786.8055555555555,Overweight
34,Male,65.9,1.62,199,164,56,0.81,731.0,Yoga,28.8,2.2,2,1,25.11,143,2.7160493827160495,902.469135802469,Overweight
37,Female,55.6,1.57,182,123,53,0.97,597.0,Cardio,29.2,2.4,2,1,22.56,129,2.4742268041237114,615.4639175257732,Healthy Weight
42,Male,63.7,1.98,172,128,69,1.37,868.0,Yoga,24.0,3.0,2,1,16.25,103,2.18978102189781,633.5766423357663,Underweight
39,Male,86.2,1.82,191,160,72,1.96,1725.0,Strength,10.2,3.5,5,3,26.02,119,1.7857142857142858,880.1020408163265,Overweight
30,Female,59.2,1.63,174,141,74,1.85,1304.0,Strength,17.8,2.7,4,3,22.28,100,1.4594594594594594,704.8648648648648,Healthy Weight
36,Male,85.4,1.88,195,137,60,1.98,1492.0,Yoga,13.5,3.5,5,3,24.16,135,1.7676767676767677,753.5353535353536,Healthy Weight
53,Female,68.1,1.55,164,131,65,1.41,831.0,HIIT,26.1,2.2,4,2,28.35,99,1.5602836879432627,589.3617021276596,Overweight
29,Female,60.0,1.62,181,161,69,0.85,684.0,Strength,28.1,1.9,2,1,22.86,112,2.235294117647059,804.7058823529412,Healthy Weight
58,Female,74.8,1.69,175,162,53,1.28,933.0,Strength,32.8,2.3,4,2,26.19,122,1.7968749999999998,728.90625,Overweight
36,Male,90.3,1.65,169,158,71,1.38,1199.0,Cardio,23.7,3.4,4,2,33.17,98,2.4637681159420293,868.840579710145,Obesity
29,Male,86.1,1.65,183,128,71,1.66,1169.0,HIIT,11.2,3.5,4,3,31.63,112,2.108433734939759,704.2168674698795,Obesity
26,Male,73.7,1.66,177,125,72,0.93,639.0,Yoga,26.7,2.2,2,1,26.75,105,2.3655913978494625,687.0967741935483,Overweight
24,Female,67.7,1.56,177,138,66,1.42,980.0,HIIT,27.0,2.1,3,2,27.82,111,1.4788732394366197,690.1408450704225,Overweight
45,Male,78.3,1.96,166,167,62,1.29,1066.0,Cardio,29.0,2.2,3,1,20.38,104,1.7054263565891474,826.3565891472869,Healthy Weight
31,Female,48.2,1.65,163,166,60,1.1,913.0,Cardio,26.1,2.5,2,1,17.7,103,2.2727272727272725,829.9999999999999,Underweight
48,Female,56.8,1.51,185,126,52,1.37,777.0,HIIT,32.1,2.1,4,2,24.91,133,1.532846715328467,567.1532846715328,Healthy Weight
36,Male,112.4,1.63,164,135,58,1.02,757.0,Cardio,25.0,3.4,4,2,42.3,106,3.333333333333333,742.156862745098,Obesity
33,Female,59.0,1.67,175,124,55,0.9,558.0,Cardio,33.7,1.9,3,1,21.16,120,2.111111111111111,620.0,Healthy Weight
22,Male,98.4,1.88,194,135,71,0.52,386.0,Cardio,21.3,2.2,2,1,27.84,123,4.230769230769231,742.3076923076923,Overweight
52,Male,66.5,1.6,185,120,70,1.34,796.0,HIIT,26.8,2.1,4,2,25.98,115,1.5671641791044777,594.0298507462686,Overweight
29,Male,106.5,1.81,177,156,60,1.29,1107.0,Cardio,25.7,2.5,4,2,32.51,117,1.937984496124031,858.1395348837209,Obesity
42,Male,88.4,1.93,188,158,65,1.68,1314.0,Yoga,12.4,3.5,4,3,23.73,123,2.0833333333333335,782.1428571428572,Healthy Weight
38,Male,88.4,1.79,182,138,68,1.74,1321.0,Yoga,12.5,3.5,5,3,27.59,114,2.0114942528735633,759.1954022988506,Overweight
53,Female,53.3,1.74,173,156,54,1.37,962.0,Strength,32.2,1.8,3,2,17.6,119,1.313868613138686,702.1897810218977,Underweight
40,Female,58.1,1.56,174,136,63,0.61,415.0,Yoga,34.4,2.2,2,1,23.87,111,3.606557377049181,680.327868852459,Healthy Weight
33,Female,74.2,1.76,192,145,66,1.15,834.0,Strength,25.9,1.5,4,2,23.95,126,1.3043478260869565,725.2173913043479,Healthy Weight
56,Male,84.6,1.63,184,141,52,1.01,705.0,HIIT,20.2,2.9,4,2,31.84,132,2.871287128712871,698.019801980198,Obesity
59,Male,78.0,1.92,180,127,53,0.72,453.0,Cardio,28.1,2.7,3,1,21.16,127,3.7500000000000004,629.1666666666667,Healthy Weight
56,Male,89.0,1.68,176,152,65,1.77,1332.0,Yoga,10.5,3.5,5,3,31.53,111,1.9774011299435028,752.542372881356,Obesity
31,Female,42.7,1.76,182,121,65,1.46,883.0,Strength,34.9,2.2,3,1,13.78,117,1.5068493150684934,604.7945205479452,Underweight
48,Male,83.9,1.82,176,149,70,1.9,1401.0,HIIT,13.1,3.5,5,3,25.33,106,1.842105263157895,737.3684210526316,Overweight
22,Female,78.7,1.52,173,166,74,1.45,1204.0,Strength,31.5,2.3,3,2,34.06,99,1.586206896551724,830.344827586207,Obesity
52,Female,65.9,1.52,188,139,53,1.27,794.0,Cardio,27.0,2.3,4,2,28.52,135,1.811023622047244,625.1968503937007,Overweight
40,Male,76.9,1.92,179,137,68,1.13,851.0,Yoga,22.4,3.7,4,2,20.86,111,3.2743362831858414,753.0973451327434,Healthy Weight
46,Male,84.3,2.0,189,162,66,1.83,1467.0,HIIT,13.3,3.5,5,3,21.07,123,1.9125683060109289,801.639344262295,Healthy Weight
28,Female,62.4,1.6,178,129,62,1.1,710.0,Strength,34.1,1.7,3,2,24.37,116,1.5454545454545452,645.4545454545454,Healthy Weight
35,Male,63.7,1.74,198,143,71,1.03,810.0,HIIT,29.8,2.7,4,2,21.04,127,2.621359223300971,786.4077669902913,Healthy Weight
29,Female,54.9,1.52,172,123,72,1.48,910.0,Strength,27.0,2.0,3,1,23.76,100,1.3513513513513513,614.8648648648649,Healthy Weight
26,Male,76.4,1.79,177,156,73,1.17,1004.0,Strength,21.3,2.7,3,2,23.84,104,2.307692307692308,858.1196581196582,Healthy Weight
27,Male,106.4,1.86,182,123,50,1.34,907.0,Cardio,20.6,3.1,2,1,30.76,132,2.3134328358208953,676.865671641791,Obesity
34,Female,68.4,1.5,192,132,61,1.37,904.0,Cardio,33.7,2.1,4,2,30.4,131,1.532846715328467,659.8540145985401,Obesity
55,Male,63.5,1.86,198,144,53,1.36,969.0,Strength,22.9,2.9,4,2,18.35,145,2.1323529411764706,712.5,Underweight
24,Female,59.4,1.5,199,132,60,1.25,825.0,Yoga,25.0,2.0,3,2,26.4,139,1.6,660.0,Overweight
30,Male,113.4,1.91,177,137,54,1.27,957.0,HIIT,22.2,3.7,3,1,31.08,123,2.9133858267716537,753.5433070866142,Obesity
57,Female,61.9,1.52,168,143,51,0.92,592.0,HIIT,28.4,2.6,3,1,26.79,117,2.8260869565217392,643.4782608695651,Overweight
59,Female,70.7,1.68,192,121,66,1.17,637.0,Cardio,34.9,1.9,3,2,25.05,126,1.623931623931624,544.4444444444445,Overweight
26,Male,111.5,1.9,191,167,57,1.02,937.0,Yoga,25.2,2.2,2,1,30.89,134,2.1568627450980395,918.6274509803922,Obesity
44,Female,72.1,1.66,176,152,55,1.4,958.0,Strength,27.0,2.5,2,1,26.16,121,1.7857142857142858,684.2857142857143,Overweight
19,Male,56.9,1.87,178,138,70,0.61,463.0,Cardio,23.3,3.7,3,1,16.27,108,6.065573770491803,759.016393442623,Underweight
22,Male,86.2,1.9,186,128,58,1.91,1345.0,Strength,11.7,3.5,5,3,23.88,128,1.8324607329842932,704.1884816753927,Healthy Weight
46,Male,59.4,1.68,165,147,62,1.16,844.0,Strength,20.2,2.5,4,2,21.05,103,2.1551724137931036,727.5862068965517,Healthy Weight
54,Female,75.6,1.72,194,154,60,0.97,672.0,Cardio,26.4,1.9,3,1,25.55,134,1.958762886597938,692.7835051546392,Overweight
55,Female,76.3,1.73,196,158,65,1.08,768.0,Yoga,32.0,2.6,3,1,25.49,131,2.4074074074074074,711.1111111111111,Overweight
36,Male,95.8,1.86,193,129,65,1.37,972.0,HIIT,21.2,3.2,3,1,27.69,128,2.335766423357664,709.4890510948904,Overweight
25,Male,120.6,1.83,179,120,51,1.04,686.0,Cardio,22.3,2.5,3,2,36.01,128,2.4038461538461537,659.6153846153846,Obesity
18,Female,65.3,1.55,184,161,59,1.42,1143.0,Yoga,28.5,2.2,3,2,27.18,125,1.5492957746478875,804.9295774647887,Overweight
39,Male,85.3,1.89,163,140,61,0.77,593.0,Strength,27.6,3.6,2,1,23.88,102,4.675324675324675,770.1298701298701,Healthy Weight
34,Male,68.0,1.68,169,128,57,0.67,472.0,Cardio,25.8,3.4,2,1,24.09,112,5.074626865671641,704.4776119402985,Healthy Weight
24,Female,52.6,1.57,169,166,60,1.29,1071.0,HIIT,31.9,2.4,2,1,21.34,109,1.8604651162790697,830.2325581395348,Healthy Weight
42,Male,63.3,1.77,183,134,59,1.32,876.0,HIIT,25.7,3.3,3,2,20.2,124,2.4999999999999996,663.6363636363636,Healthy Weight
21,Female,76.3,1.65,180,154,62,1.14,878.0,Strength,31.8,1.7,3,2,28.03,118,1.4912280701754388,770.1754385964913,Overweight
53,Male,61.0,1.63,170,124,74,0.54,331.0,Cardio,20.0,3.4,3,1,22.96,96,6.296296296296296,612.9629629629629,Healthy Weight
23,Female,67.8,1.61,186,160,66,1.34,1072.0,HIIT,34.3,1.8,2,1,26.16,120,1.3432835820895521,800.0,Overweight
48,Male,114.9,1.86,175,141,56,1.36,949.0,Cardio,21.1,3.6,3,1,33.21,119,2.6470588235294117,697.7941176470588,Obesity
36,Male,88.0,1.71,185,160,73,1.87,1646.0,HIIT,12.0,3.5,5,3,30.09,112,1.8716577540106951,880.2139037433154,Obesity
